"D62","D69","D75","D87","D91","D92","D01","D11","species","distance","site","ID","finalCond"
NA,NA,NA,NA,NA,"8.89","12.5","17.2","TSCA",6.8461364053019,"LF1","LF1001","alive"
"36.83","41.4","45.72",NA,NA,"54.61","58.9","63.6","QURU",6.61668781188897,"LF1","LF1002","alive"
"17.526","18.03","19.56",NA,NA,"21.08","21","21.6","ACRU",7.24020305792593,"LF1","LF1003","alive"
"24.384","25.91","27.43",NA,NA,"29.72","30","30.6","ACRU",10.6951796618851,"LF1","LF1004","alive"
"10.16","12.19","12.7",NA,NA,"14.22","14.4","15","ACRU",9.88839974920108,"LF1","LF1005","alive"
"10.668","10.67","11.43",NA,NA,"12.95",NA,NA,"ACRU",9.74645363196276,"LF1","LF1006","alive"
"24.892","26.42","28.45",NA,NA,"34.8","31.1","31.2","BEAL",11.3984604855217,"LF1","LF1007","alive"
NA,NA,NA,NA,NA,NA,NA,"14","TSCA",6.40261402866048,"LF1","LF1008","alive"
"23.622","25.4","27.69",NA,NA,"31.24","32.6","33.7","FAGR",3.0365484880041,"LF1","LF1009","alive"
"21.59","23.37","25.15",NA,NA,"28.7","29.3","29.9","ACRU",8.43035145174862,"LF1","LF1010","alive"
"14.986","15.75","16.76",NA,NA,"18.8","19.5","20.5","ACRU",13.1629848286777,"LF1","LF1011","alive"
"38.1","41.66","45.97",NA,NA,"52.58","54.6","59.4","QURU",7.3167873277826,"LF1","LF1012","alive"
"22.86","25.4","27.94",NA,NA,"32.77","35.4","40.1","QURU",3.91819184828921,"LF1","LF1013","alive"
"22.606","23.11","23.62",NA,NA,"23.62","23.9","24","ACRU",8.11735678161309,"LF1","LF1014","dead"
"31.242","34.8","37.59",NA,NA,"43.94","45.7","49.4","QURU",12.630825208196,"LF1","LF1015","alive"
"25.908","28.7","31.5",NA,NA,"36.58","39.1","42.2","QURU",11.3392154649253,"LF1","LF1016","alive"
NA,NA,NA,NA,NA,"6.6","8.2","10.2","FAGR",3.10836229548616,"LF1","LF1017","alive"
"18.796","19.81","21.84",NA,NA,"24.64","25.5","26.4","ACRU",3.29691608628427,"LF1","LF1018","alive"
NA,NA,NA,NA,NA,NA,"5.8","9.7","TSCA",6.35162539197645,"LF1","LF1019","alive"
"47.244","50.8","54.86",NA,NA,"60.96","64.1","67.7","QURU",8.40413803789538,"LF1","LF1020","alive"
"15.494","17.53","19.05",NA,NA,"19.81","20.5","20.5","BEAL",10.5860423199608,"LF1","LF1021","alive"
"50.292","53.09","56.39",NA,NA,"61.98","64.6","67","QURU",13.4189909188433,"LF1","LF1022","alive"
"20.574","21.08","21.59",NA,NA,"23.11","24.5","26.5","PIST",19.7309449626722,"LF1","LF1023","alive"
NA,NA,"6.86",NA,NA,"13.72","17.4","22.2","TSCA",18.7922239450258,"LF1","LF1024","alive"
NA,NA,"5.84",NA,NA,"12.95","17","21.7","TSCA",13.0219535308647,"LF1","LF1026","alive"
NA,"5.59","7.11",NA,NA,"13.46","15.5","19.2","TSCA",17.372263106458,"LF1","LF1027","alive"
NA,NA,"6.1",NA,NA,"11.94","15.3","20.4","TSCA",13.6395871491772,"LF1","LF1028","alive"
"28.448","30.48","33.02",NA,NA,"35.81","37",NA,"BEAL",16.5780100760013,"LF1","LF1029","alive"
"29.21","31.75","34.8",NA,NA,"39.12","41.7","44.6","QURU",18.2981571793446,"LF1","LF1030","alive"
"22.352","24.13","25.15",NA,NA,"27.69","28","28.7","QURU",16.899229123247,"LF1","LF1031","alive"
"43.688","47.5","50.8",NA,NA,"55.88","58.3","61.7","QURU",13.4708152270009,"LF1","LF1032","alive"
"17.526","20.07","21.84",NA,NA,"23.37","25.1","27.9","BELE",19.8172746824582,"LF1","LF1034","alive"
"20.32","21.34","22.86",NA,NA,"26.16","27.1","27.6","ACRU",14.0555439083658,"LF1","LF1035","alive"
"16.002","19.05","21.84",NA,NA,"29.21","32.7","36.2","QURU",18.985884103723,"LF1","LF1036","alive"
"25.908","28.7","31.5",NA,NA,"36.58","39.1","42.2","QURU",11.3392154649253,"LF1","LF1037","alive"
"19.558","21.34","23.37",NA,NA,"29.46","32.3","37.3","FAGR",14.9359775307812,"LF1","LF1038","alive"
"32.512","36.07","39.62",NA,NA,"46.23","48.8","53.5","QURU",14.646266396594,"LF1","LF1040","alive"
"30.48","33.02","35.31",NA,NA,"38.1","39.8","43.6","QURU",15.3015975165994,"LF1","LF1041","alive"
"37.338","40.89","42.67",NA,NA,"47.75","50.2","52.5","QURU",17.6948147930404,"LF1","LF1042","alive"
"11.43","12.7","13.72",NA,NA,"17.02","18.5","20.5","ACRU",13.8642125546314,"LF1","LF1043","alive"
"19.812","20.07","20.83",NA,NA,"23.37","24.3",NA,"ACRU",2.36588422371003,"LF1","LF1052","alive"
"14.224","15.24","15.75",NA,NA,"17.53",NA,NA,"QURU",5.79320491610645,"LF1","LF1057","alive"
"5.08","5.33","5.84",NA,NA,NA,NA,NA,"ACRU",6.51053085393196,"LF1","LF1058","alive"
NA,NA,NA,NA,NA,"6.35",NA,NA,"HAVI",8.43723618254224,"LF1","LF1059","alive"
"7.366","7.37","7.62",NA,NA,"7.87","8.1",NA,"ACRU",17.0122366360217,"LF1","LF1060","alive"
"5.588",NA,NA,NA,NA,NA,NA,NA,"ACRU",17.0959926251739,"LF1","LF1061","alive"
"7.62","8.13","8.64",NA,NA,NA,NA,NA,"ACRU",11.4897876325022,"LF1","LF1062","alive"
"5.588","5.33","5.59",NA,NA,NA,NA,NA,"ACRU",11.2073596390943,"LF1","LF1063","alive"
"5.588","5.84","6.35",NA,NA,NA,NA,NA,"HAVI",17.2131060625327,"LF1","LF1064","alive"
"5.842","6.6","7.37",NA,NA,"8.89","9.9",NA,"ACRU",17.7158035346975,"LF1","LF1065","alive"
"7.874","8.64","10.16",NA,NA,"13.21","13.8","14.5","ACRU",17.4329879710852,"LF1","LF1066","alive"
"6.35","6.86","8.64",NA,NA,NA,NA,NA,"ACRU",13.6532029121375,"LF1","LF1067","alive"
NA,"5.33","5.33",NA,NA,NA,NA,NA,"ACRU",13.7835669113622,"LF1","LF1068","alive"
"5.08","5.59","5.84",NA,NA,"7.11","7.9","9.8","BELE",8.91898133196836,"LF1","LF1069","alive"
NA,NA,NA,NA,NA,"9.14","12","15.3","TSCA",12.8097616839659,"LF1","LF1070","alive"
"7.112","8.38","8.38",NA,NA,"8.64","9.4","10.3","ACRU",14.2459359425767,"LF1","LF1071","alive"
"5.334","6.6","8.38",NA,NA,"12.7","15.3","17.9","TSCA",16.1061638337625,"LF1","LF1072","alive"
"5.08","5.33","5.59",NA,NA,NA,NA,NA,"PIST",16.6116,"LF1","LF1073","alive"
"5.08","5.33","5.59",NA,NA,NA,NA,NA,"ACRU",14.6025923232829,"LF1","LF1074","alive"
"6.604","8.13","8.64",NA,NA,"9.65","9.9","10.9","BEAL",17.0796822452878,"LF1","LF1075","alive"
NA,NA,"5.33",NA,NA,NA,NA,NA,"ACRU",14.9918537719656,"LF1","LF1076","alive"
NA,NA,NA,NA,NA,"5.59","6.5","7.9","FAGR",7.78881795396452,"LF1","LF1077","alive"
NA,NA,NA,NA,NA,"5.33","5.9","6.4","FAGR",7.56647199162199,"LF1","LF1078","alive"
NA,NA,NA,NA,NA,"5.84","7","8.4","FAGR",7.97883501270706,"LF1","LF1079","alive"
"7.62",NA,NA,NA,NA,NA,NA,NA,"PIST",19.8143444766664,"LF1","LF1080","alive"
"11.684","12.19",NA,NA,NA,NA,NA,NA,"QURU",19.5951081732151,"LF1","LF1081","alive"
NA,NA,NA,NA,NA,"6.1","6.2",NA,"PIST",19.9055636845581,"LF1","LF1082","alive"
NA,NA,NA,NA,NA,"6.35","7.1","8","ACRU",17.6599973182331,"LF1","LF1083","alive"
"15.24","16","17.02",NA,NA,"16.26","16.6",NA,"ACRU",14.4812080656277,"LF1","LF1084","alive"
"7.366",NA,NA,NA,NA,NA,NA,NA,"ACRU",18.7619193730279,"LF1","LF1085","alive"
"5.334","5.59","6.35",NA,NA,NA,NA,NA,"ACRU",16.1176960388264,"LF1","LF1086","alive"
"9.144","9.65","9.91",NA,NA,NA,NA,NA,"QURU",11.6822329098508,"LF1","LF1087","alive"
"18.034","19.56",NA,NA,NA,NA,NA,NA,"QURU",16.4704850201808,"LF1","LF1088","alive"
"65.278","68.07","70.87",NA,NA,NA,NA,NA,"TSCA",16.9931125483238,"LF1","LF1089","alive"
"6.858",NA,NA,NA,NA,NA,NA,NA,"HAVI",10.7601307427001,"LF1","LF1090","alive"
"11.176","11.18","11.94",NA,NA,"15.24","16.6","17","ACRU",19.6270847392067,"LF1","LF1091","alive"
NA,"5.08","5.08",NA,NA,NA,NA,NA,"BEAL",5.62230018408836,"LF1","LF1092","alive"
"13.716","13.72",NA,NA,NA,NA,NA,NA,"PIST",13.2552960887337,"LF1","LF1093","alive"
NA,"5.33","5.59",NA,NA,NA,NA,NA,"QURU",6.59559311055496,"LF1","LF1094","alive"
NA,NA,"5.08",NA,NA,NA,NA,NA,"HAVI",5.39246247274842,"LF1","LF1095","alive"
"9.398","10.41","10.41",NA,NA,"12.19","13.7","14.8","ACRU",18.1279143378382,"LF1","LF1096","alive"
"11.43","12.19","12.45",NA,NA,NA,NA,NA,"QURU",10.7989138787195,"LF1","LF1097","alive"
"6.604","6.6","6.86",NA,NA,"7.11","7.3","7.4","ACRU",11.618438669632,"LF1","LF1098","alive"
NA,NA,NA,NA,NA,"5.08","6.2","7","HAVI",5.17711570664593,"LF1","LF1099","alive"
NA,NA,NA,NA,NA,"6.1",NA,NA,"HAVI",7.76043785362656,"LF1","LF1100","alive"
NA,NA,NA,NA,NA,"5.84",NA,NA,"ACRU",15.9852998570562,"LF1","LF1101","alive"
"9.144","9.4",NA,NA,NA,NA,NA,NA,"ACRU",15.1850368876733,"LF1","LF1102","alive"
"5.08",NA,NA,NA,NA,NA,NA,NA,"ACRU",14.6153109689804,"LF1","LF1103","alive"
"21.59",NA,NA,NA,NA,NA,NA,NA,"BEAL",14.9048446620554,"LF1","LF1104","alive"
"5.08","5.59",NA,NA,NA,NA,NA,NA,"BEAL",14.9918537719656,"LF1","LF1105","alive"
"5.588","5.59","5.59",NA,NA,NA,NA,NA,"BEAL",9.27013009617449,"LF1","LF1106","alive"
NA,NA,"5.33",NA,NA,NA,NA,NA,"PIST",12.7233465409066,"LF1","LF1107","alive"
"17.78","18.29","18.54",NA,NA,NA,NA,NA,"ACRU",11.0823201036606,"LF1","LF1108","alive"
"6.096","6.86","6.86",NA,NA,NA,NA,NA,"ACRU",10.9833782344049,"LF1","LF1109","alive"
"5.08","5.08","5.33",NA,NA,NA,NA,NA,"BEAL",10.0768557953362,"LF1","LF1110","alive"
"8.89",NA,NA,NA,NA,NA,NA,NA,"QURU",15.6289896640826,"LF1","LF1111","alive"
"11.938","12.19","12.45",NA,NA,NA,NA,NA,"QURU",17.4629387217616,"LF1","LF1112","alive"
"8.128","9.91","11.94",NA,NA,NA,"17",NA,"TSCA",14.4104656468832,"LF1","LF1113","alive"
"7.62","7.62",NA,NA,NA,NA,NA,NA,"QUAL",19.4165016498853,"LF1","LF1114","alive"
"13.97","14.48","15.49",NA,NA,"16.26","16",NA,"ACRU",16.1090476590021,"LF1","LF1115","alive"
"12.446","12.45","12.95",NA,NA,"13.46","13.5",NA,"ACRU",16.3096483493667,"LF1","LF1116","alive"
"14.732","15.24","15.75",NA,NA,NA,NA,NA,"ACRU",15.9350944170406,"LF1","LF1117","alive"
"8.382",NA,NA,NA,NA,NA,NA,NA,"QURU",17.4562874403465,"LF1","LF1118","alive"
NA,NA,NA,NA,NA,"5.84",NA,NA,"FAGR",11.3882678156074,"LF1","LF1119","alive"
NA,NA,NA,NA,NA,"5.84","6.9","7.9","ACRU",19.6140635422648,"LF1","LF1120","alive"
"14.986","15.75","16.26",NA,NA,NA,NA,NA,"QURU",17.8366605753431,"LF1","LF1121","alive"
"6.858",NA,NA,NA,NA,NA,NA,NA,"FRAM",19.6601906888006,"LF1","LF1122","alive"
"12.954","13.72","13.97",NA,NA,"14.22","14.2","14.5","ACRU",16.510625218931,"LF1","LF1123","alive"
"8.89",NA,NA,NA,NA,NA,NA,NA,"ACRU",14.7898684132077,"LF1","LF1124","alive"
"7.62","7.87","8.38",NA,NA,"8.89",NA,NA,"ACRU",19.612879368415,"LF1","LF1125","alive"
"15.494","16","16.26",NA,NA,"16.51",NA,NA,"ACRU",16.4153972696368,"LF1","LF1126","alive"
"10.668","12.7","12.95",NA,NA,NA,NA,NA,"QURU",9.88252603335807,"LF1","LF1127","alive"
"13.97","14.22","14.22",NA,NA,NA,NA,NA,"PRSE",16.020132583721,"LF1","LF1128","alive"
"5.588",NA,NA,NA,NA,NA,NA,NA,"BEPO",19.9055636845581,"LF1","LF1129","alive"
"26.924","29.21","31.5",NA,NA,"35.31","36.9","39.4","QUVE",15.3015975165994,"LF1","LF1130","dead"
"11.43","11.43","11.43",NA,NA,NA,NA,NA,"ACRU",8.65599802218092,"LF1","LF1131","alive"
"8.128",NA,NA,NA,NA,NA,NA,NA,"QUAL",10.8846038862239,"LF1","LF1132","alive"
"11.684","11.94","12.19",NA,NA,NA,NA,NA,"ACRU",8.12450674933562,"LF1","LF1133","alive"
"18.796",NA,NA,NA,NA,NA,NA,NA,"ACRU",7.25942486978135,"LF1","LF1134","alive"
"7.112",NA,NA,NA,NA,NA,NA,NA,"QURU",5.1568881314219,"LF1","LF1135","alive"
"9.398",NA,NA,NA,NA,NA,NA,NA,"QURU",6.54610779012995,"LF1","LF1136","alive"
"5.334",NA,NA,NA,NA,NA,NA,NA,"FRAM",5.8032191066683,"LF1","LF1137","alive"
NA,NA,NA,NA,NA,"7.11","11.6","15.2","TSCA",17.2885021167249,"LF1","LF1138","alive"
NA,NA,NA,NA,NA,NA,"5","8.9","TSCA",11.5864098322129,"LF1","LF1139","alive"
NA,NA,NA,NA,NA,NA,"5.7","7.2","FAGR",1.0776307345283,"LF1","LF1140","alive"
NA,NA,NA,NA,NA,NA,"5.1","6.3","ACRU",13.9843090354869,"LF1","LF1141","alive"
NA,NA,NA,NA,NA,NA,"5.2","6","HAVI",16.0483785050079,"LF1","LF1142","alive"
NA,NA,NA,NA,NA,NA,"5.7","8.1","BELE",18.6924672913984,"LF1","LF1143","alive"
NA,NA,NA,NA,NA,NA,"5.8","6.3","HAVI",5.38815367264149,"LF1","LF1144","alive"
NA,NA,NA,NA,NA,NA,"6.1","9.3","TSCA",2.70053488035241,"LF1","LF1145","alive"
NA,NA,NA,NA,NA,NA,"5.1","5.5","FAGR",2.69623123637421,"LF1","LF1146","alive"
NA,NA,NA,NA,NA,NA,"5","6.1","FAGR",3.47525469570217,"LF1","LF1147","alive"
NA,NA,NA,NA,NA,NA,"6","7.5","ACRU",17.5743038690015,"LF1","LF1148","alive"
NA,NA,NA,NA,NA,NA,"6.4","8.5","BELE",12.630825208196,"LF1","LF1149","alive"
NA,NA,NA,NA,NA,NA,NA,"6.7","TSCA",3.10836229548616,"LF1","LF1150","alive"
NA,NA,NA,NA,NA,NA,NA,"6.3","TSCA",3.6860642425221,"LF1","LF1151","alive"
NA,NA,NA,NA,NA,NA,NA,"6","HAVI",9.16936481987711,"LF1","LF1152","alive"
NA,NA,NA,NA,NA,NA,NA,"5","HAVI",18.5928,"LF1","LF1153","alive"
NA,NA,NA,NA,NA,NA,NA,"5.3","HAVI",9.89074825885282,"LF1","LF1154","alive"
NA,NA,NA,NA,NA,NA,NA,"5.7","BEAL",19.80555125817,"LF1","LF1155","alive"
NA,NA,NA,NA,NA,NA,NA,"5.3","CADE",13.8809547567882,"LF1","LF1156","alive"
NA,NA,NA,NA,NA,NA,NA,"5.2","CADE",18.1381611636902,"LF1","LF1157","alive"
NA,NA,NA,NA,NA,NA,NA,"5.3","CADE",15.6646147223607,"LF1","LF1158","alive"
NA,NA,NA,NA,NA,NA,NA,"5.1","CADE",13.7540472298157,"LF1","LF1159","alive"
NA,NA,NA,NA,NA,NA,NA,"10.5","TSCA",16.1003946336728,"LF1","LF1160","alive"
NA,NA,NA,NA,NA,NA,NA,"6.8","TSCA",16.1176960388264,"LF1","LF1161","alive"
NA,NA,NA,NA,NA,NA,NA,"9.7","TSCA",18.4120393482091,"LF1","LF1162","alive"
NA,NA,NA,NA,NA,NA,NA,"7.1","TSCA",18.2683043942233,"LF1","LF1163","alive"
NA,NA,NA,NA,NA,NA,NA,"7.1","TSCA",17.0824017234111,"LF1","LF1164","alive"
NA,NA,NA,NA,NA,NA,NA,"5","HAVI",5.5222661000716,"LF1","LF1165","alive"
NA,NA,NA,NA,NA,NA,NA,"6.8","HAVI",8.19282896196424,"LF1","LF1166","alive"
NA,NA,NA,NA,NA,NA,NA,"5.7","HAVI",8.33754758187322,"LF1","LF1167","alive"
NA,NA,NA,NA,NA,NA,NA,"5.7","HAVI",8.29145642212513,"LF1","LF1168","alive"
NA,NA,NA,NA,NA,NA,NA,"5.4","HAVI",19.8705289310577,"LF1","LF1169","alive"
NA,NA,NA,NA,NA,NA,NA,"5.2","HAVI",16.2261275528082,"LF1","LF1170","alive"
NA,NA,NA,NA,NA,NA,NA,"6.6","FAGR",3.953597915823,"LF1","LF1171","alive"
NA,NA,NA,NA,NA,NA,NA,"8.1","FAGR",13.6387357126678,"LF1","LF1172","alive"
NA,NA,NA,NA,NA,NA,NA,"5.9","FAGR",16.9773873608397,"LF1","LF1173","alive"
NA,NA,NA,NA,NA,NA,"6.7","10.9","TSCA",14.6089530302483,"LF1","LF1174","alive"
NA,NA,NA,NA,NA,NA,NA,"6.3","TSCA",16.0310022893143,"LF1","LF1175","alive"
NA,NA,NA,NA,NA,NA,NA,"5","TSCA",16.1809762523774,"LF1","LF1176","alive"
NA,NA,NA,NA,NA,NA,NA,"7.7","TSCA",16.0917369553445,"LF1","LF1177","alive"
NA,NA,NA,NA,NA,NA,NA,"5.6","TSCA",15.1850368876733,"LF1","LF1178","alive"
NA,NA,NA,NA,NA,NA,NA,"6.8","PIST",19.0761947903663,"LF1","LF1179","alive"
NA,NA,NA,NA,NA,NA,NA,"6.8","FAGR",18.427800654446,"LF1","LF1180","alive"
NA,NA,NA,NA,NA,NA,NA,"6.1","CADE",7.92626524915739,"LF1","LF1181","alive"
NA,NA,NA,NA,NA,NA,NA,"11.4","TSCA",16.9773873608397,"LF1","LF1182","alive"
NA,NA,NA,NA,NA,NA,NA,"5","HAVI",5.03150856105801,"LF1","LF1183","alive"
NA,NA,NA,NA,NA,NA,NA,"5.5","HAVI",4.94537412942641,"LF1","LF1184","alive"
NA,NA,NA,NA,NA,NA,NA,"5.4","HAVI",5.07288301461802,"LF1","LF1185","alive"
NA,NA,NA,NA,NA,NA,NA,"6.4","HAVI",4.86249150950416,"LF1","LF1186","alive"
NA,"10.67","12.7",NA,"15.49",NA,"16.7","19","ACRU",8.08294889752496,"LF2","LF2001","alive"
NA,"6.1","6.86",NA,"8.89",NA,"10.5","12.3","BEAL",10.3058915422199,"LF2","LF2002","alive"
NA,"12.95","13.97",NA,"15.49",NA,"15.6",NA,"ACRU",10.700607309868,"LF2","LF2003","alive"
NA,"9.91","10.41",NA,"17.02",NA,"18.8","21","ACRU",11.9738304848532,"LF2","LF2004","alive"
NA,"4.57","5.84",NA,"8.38",NA,"9.1","11","BEAL",12.0434576098395,"LF2","LF2005","alive"
NA,"5.59","7.37",NA,"10.41",NA,"11.5","14.2","BEAL",12.260388196138,"LF2","LF2006","alive"
NA,"7.62","8.38",NA,"10.16",NA,"11.8",NA,"ACRU",6.51587977789646,"LF2","LF2007","alive"
NA,"38.1","41.15",NA,"45.21",NA,"48.7","52.7","QURU",3.85845981707728,"LF2","LF2008","alive"
NA,"24.38","25.91",NA,"28.19",NA,"30.2","30.8","QURU",4.53117775418268,"LF2","LF2009","alive"
NA,"42.16","45.21",NA,"51.05",NA,"54.8","58.3","QURU",8.03106067216529,"LF2","LF2010","alive"
NA,"29.21","30.48",NA,"34.04",NA,"35.9","37.9","QURU",11.43,"LF2","LF2011","alive"
NA,"7.87","8.89",NA,"10.92",NA,"11.5","12.5","ACRU",7.49244031808062,"LF2","LF2012","alive"
NA,NA,NA,NA,"7.87",NA,"10.2","12.8","FAGR",9.37600669794983,"LF2","LF2013","alive"
NA,"16.51","18.54",NA,"21.59",NA,"23","24","ACRU",9.62173993412834,"LF2","LF2014","alive"
NA,NA,"5.84",NA,NA,"9.4","11.5","14","BEAL",8.38753998738605,"LF2","LF2015","alive"
NA,"11.43","12.7",NA,NA,"13.72","14.4","15.3","ACRU",8.19282896196424,"LF2","LF2016","alive"
NA,"22.35","24.13",NA,NA,"26.92","28.7","31.3","QURU",10.651658913052,"LF2","LF2017","alive"
NA,"15.24","15.49",NA,NA,"15.24","15.6","15.9","ACRU",12.0048257296805,"LF2","LF2018","alive"
NA,"18.03","19.05",NA,NA,"20.32","21.5","23","ACRU",11.3002313463044,"LF2","LF2019","alive"
NA,"31.24","34.04",NA,NA,"41.15","43.4","48.8","QURU",12.0173947126655,"LF2","LF2020","alive"
NA,"23.88","25.91",NA,NA,"30.48","32.2","35.1","QURU",11.4462444565892,"LF2","LF2021","alive"
NA,"17.27","19.05",NA,"20.32",NA,"20.9","21.4","ACRU",4.23715853845475,"LF2","LF2022","alive"
NA,NA,NA,NA,"6.86",NA,"9.6","13.2","FAGR",3.96532968616734,"LF2","LF2023","alive"
NA,"8.64","10.41",NA,"12.7",NA,"14","15.4","ACRU",7.09110501967077,"LF2","LF2024","alive"
NA,"42.16","44.96",NA,"49.78",NA,"53.7","57.8","QURU",8.1001711093038,"LF2","LF2025","alive"
NA,"31.5","34.8",NA,"41.15",NA,"45.4","50","QURU",7.83786547473226,"LF2","LF2026","alive"
